PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
700423,BACON ACRES FARM,PAG123729,213743,HESS JAY L,Conestoga Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,181.80,519.10,151 PEQUEA CREEK RD,"CONESTOGA, PA 17516-9410","Goats, dairy - Kid (0-1 yr) - 45 lbs (5-85)"
700423,BACON ACRES FARM,PAG123729,213743,HESS JAY L,Conestoga Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,181.80,519.10,151 PEQUEA CREEK RD,"CONESTOGA, PA 17516-9410","Goats, dairy - Doe - 125 lbs"
700423,BACON ACRES FARM,PAG123729,213743,HESS JAY L,Conestoga Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,181.80,519.10,151 PEQUEA CREEK RD,"CONESTOGA, PA 17516-9410","Goats, dairy - Buck - 170 lbs"
698582,ARNOLD HORST SWINE FARM,PAG123730,248614,HYKES STEVEN,Antrim Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,644.50,846.44,1239 HYKES ROAD,"GREENCASTLE, PA 17225",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
698582,ARNOLD HORST SWINE FARM,PAG123730,248614,HYKES STEVEN,Antrim Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,644.50,846.44,1239 HYKES ROAD,"GREENCASTLE, PA 17225",Swine - Grow finish - 155 lbs (45-265)
572006,CHICKIES CREEK FARM,PAG123732,279137,CHICKIES CREEK FARM LLC,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,1190.16,2538 RISSER MILL RD,"MOUNT JOY, PA 17552-8615",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
694106,LESHER'S POULTRY FARM,PAG123733,249369,LESHERS POULTRY FARM INC,Guilford Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,2371.30,1110.80,1153 SWAMP FOX RD,"CHAMBERSBURG, PA 17201",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
694106,LESHER'S POULTRY FARM,PAG123733,249369,LESHERS POULTRY FARM INC,Guilford Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,2371.30,1110.80,1153 SWAMP FOX RD,"CHAMBERSBURG, PA 17201",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
700376,EDWARD HORST FARM,PAG123735,254128,HORST EDWARD B,Heidelberg Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2014,317,317,251 WEST BUNKER HILL ROAD,"WOMELSDORF, PA 19567",Beef - Calf (0-8 mos) - 300 lbs (100-500)
700376,EDWARD HORST FARM,PAG123735,254128,HORST EDWARD B,Heidelberg Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2014,317,317,251 WEST BUNKER HILL ROAD,"WOMELSDORF, PA 19567",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
700376,EDWARD HORST FARM,PAG123735,254128,HORST EDWARD B,Heidelberg Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/23/2014,317,317,251 WEST BUNKER HILL ROAD,"WOMELSDORF, PA 19567",Swine - Wean to finish - 140 lbs (15-265)
760433,M&E FARM,PAG123736,298049,KING MERVIN F,Greenwood Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,805.48,710 PFOUTZ VALLEY RD,"MILLERSTOWN, PA 17062-9301",Swine - Wean to finish - 140 lbs (15-265)
756057,RYAN SNYDER FARM,PAG123738,298165,RM SNYDER HOG FARM LLC,Granville Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/05/2018,108.70,682.85,6 SNYDER LN,"LEWISTOWN, PA 17044-8645",Swine - Grow finish - 155 lbs (45-265)
696470,HIDDEN ACRES FARM,PAG123739,219917,HIDDEN ACRES FARMS,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/25/2017,379,999.05,2115 ROHRER RD,"MANHEIM, PA 17545-9136",Beef - Calf (0-8 mos) - 300 lbs (100-500)
696470,HIDDEN ACRES FARM,PAG123739,219917,HIDDEN ACRES FARMS,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/25/2017,379,999.05,2115 ROHRER RD,"MANHEIM, PA 17545-9136",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
696470,HIDDEN ACRES FARM,PAG123739,219917,HIDDEN ACRES FARMS,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/25/2017,379,999.05,2115 ROHRER RD,"MANHEIM, PA 17545-9136",Swine - Grow finish - 155 lbs (45-265)
704533,BELVIEW VALLEY FARMS,PAG123740,290838,BELVIEW VALLEY FARMS LLC,Peach Bottom Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,548,632.50,458 GEMMILL RD,"DELTA, PA 17314-8866",Beef - Calf (0-8 mos) - 300 lbs (100-500)
704533,BELVIEW VALLEY FARMS,PAG123740,290838,BELVIEW VALLEY FARMS LLC,Peach Bottom Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,548,632.50,458 GEMMILL RD,"DELTA, PA 17314-8866",Beef - Cow - 1400 lbs
704533,BELVIEW VALLEY FARMS,PAG123740,290838,BELVIEW VALLEY FARMS LLC,Peach Bottom Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,548,632.50,458 GEMMILL RD,"DELTA, PA 17314-8866",Swine - Wean to finish - 140 lbs (15-265)
704533,BELVIEW VALLEY FARMS,PAG123740,290838,BELVIEW VALLEY FARMS LLC,Peach Bottom Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,548,632.50,458 GEMMILL RD,"DELTA, PA 17314-8866",Light Horses & Mules - Mature - 1100 lbs
574731,REINHOLDS FARM CAFO,PAG123741,302206,MARTIN DELMAR R,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/14/2018,1,502.60,1375 WEST ROUTE 897,"DENVER, PA 17517",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
574731,REINHOLDS FARM CAFO,PAG123741,302206,MARTIN DELMAR R,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/14/2018,1,502.60,1375 WEST ROUTE 897,"DENVER, PA 17517",Swine - Grow finish - 155 lbs (45-265)
574731,REINHOLDS FARM CAFO,PAG123741,302206,MARTIN DELMAR R,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/14/2018,1,502.60,1375 WEST ROUTE 897,"DENVER, PA 17517","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
775745,"HANOVER SHOE FARMS, INC",PAG123742,66878,HANOVER SHOE FARMS INC,Union Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/15/2014,2840,953.37,2310 HANOVER PIKE,"HANOVER, PA 17331-8846",Light Horses & Mules - Mature - 1100 lbs
548591,DREAM FARM CAFO,PAG123743,322225,DREAM FARMS,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,191.30,2300.67,13689 DREAM HWY,"NEWBURG, PA 17240-9613",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
548591,DREAM FARM CAFO,PAG123743,322225,DREAM FARMS,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,191.30,2300.67,13689 DREAM HWY,"NEWBURG, PA 17240-9613",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDY BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,737,1681 HOSSLER RD,"MANHEIM, PA 17545-9666",Swine - Gestating Sow - 400 lbs
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDY BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,737,1681 HOSSLER RD,"MANHEIM, PA 17545-9666",Swine - Sow and litter - 470 lbs
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDY BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,737,1681 HOSSLER RD,"MANHEIM, PA 17545-9666",Swine - Boar - 450 lbs
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDY BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,737,1681 HOSSLER RD,"MANHEIM, PA 17545-9666","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
572197,ARLIN BENNER DAIRY,PAG123746,334378,BENNER ARLIN L,West Fallowfield Twp,Chester,SERO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/25/2017,302.20,1950,2084 GLENVILLE RD,"COCHRANVILLE, PA 19330",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
572197,ARLIN BENNER DAIRY,PAG123746,334378,BENNER ARLIN L,West Fallowfield Twp,Chester,SERO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,09/25/2017,302.20,1950,2084 GLENVILLE RD,"COCHRANVILLE, PA 19330",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
767392,JASON RUDOLPH PULLET FARM,PAG123747,339679,RUDOLPH JASON R,Swatara Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,106.82,181.10,2129 GRACE AVE,"LEBANON, PA 17046-8027",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
569694,KENTON SWEIGART FARM CAFO,PAG123749,160135,SWEIGART KENTON L,East Donegal Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,08/17/2016,564.40,1405.93,620 GREIDER RD,"MOUNT JOY, PA 17552-8911",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
569694,KENTON SWEIGART FARM CAFO,PAG123749,160135,SWEIGART KENTON L,East Donegal Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,08/17/2016,564.40,1405.93,620 GREIDER RD,"MOUNT JOY, PA 17552-8911",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
569694,KENTON SWEIGART FARM CAFO,PAG123749,160135,SWEIGART KENTON L,East Donegal Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,08/17/2016,564.40,1405.93,620 GREIDER RD,"MOUNT JOY, PA 17552-8911",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
569694,KENTON SWEIGART FARM CAFO,PAG123749,160135,SWEIGART KENTON L,East Donegal Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,08/17/2016,564.40,1405.93,620 GREIDER RD,"MOUNT JOY, PA 17552-8911",Swine - Grow finish - 155 lbs (45-265)
569694,KENTON SWEIGART FARM CAFO,PAG123749,160135,SWEIGART KENTON L,East Donegal Twp,Lancaster,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,08/17/2016,564.40,1405.93,620 GREIDER RD,"MOUNT JOY, PA 17552-8911",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
758007,MEADOW WOODS FARMS,PAG123750,298789,MEADOW WOOD FARMS,North Cornwall Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,519,1204.65,2075 COLEBROOK RD,"LEBANON, PA 17042-9512",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
758007,MEADOW WOODS FARMS,PAG123750,298789,MEADOW WOOD FARMS,North Cornwall Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,519,1204.65,2075 COLEBROOK RD,"LEBANON, PA 17042-9512",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
769980,SKYLINE ACRES CAFO,PAG123751,171535,SKYLINE ACRES INC,Upper Bern Twp,Berks,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,03/20/2017,766.40,1184.18,477 SKYLINE DR,"BERNVILLE, PA 19506-8740",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
769980,SKYLINE ACRES CAFO,PAG123751,171535,SKYLINE ACRES INC,Upper Bern Twp,Berks,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,03/20/2017,766.40,1184.18,477 SKYLINE DR,"BERNVILLE, PA 19506-8740",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
769980,SKYLINE ACRES CAFO,PAG123751,171535,SKYLINE ACRES INC,Upper Bern Twp,Berks,SCRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",PAG-12 CAFO Permit,03/20/2017,766.40,1184.18,477 SKYLINE DR,"BERNVILLE, PA 19506-8740",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
767107,SHEL-MAR ACRES,PAG123752,308999,SHELMAR ACRES LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/20/2018,195,1476.60,580 COLEBROOK RD,"MOUNT JOY, PA 17552-9777",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
767107,SHEL-MAR ACRES,PAG123752,308999,SHELMAR ACRES LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/20/2018,195,1476.60,580 COLEBROOK RD,"MOUNT JOY, PA 17552-9777",Swine - Grow finish - 155 lbs (45-265)
767107,SHEL-MAR ACRES,PAG123752,308999,SHELMAR ACRES LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/20/2018,195,1476.60,580 COLEBROOK RD,"MOUNT JOY, PA 17552-9777",Ponies & Donkeys - Mature - 600 lbs
643305,BRIDGE VALLEY FARM,PAG123753,268284,BRIDGE VALLEY FARM LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,134.70,1466.70,866 BRIDGE VALLEY RD,"COLUMBIA, PA 17512-9691",Beef - Calf (0-8 mos) - 300 lbs (100-500)
643305,BRIDGE VALLEY FARM,PAG123753,268284,BRIDGE VALLEY FARM LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,134.70,1466.70,866 BRIDGE VALLEY RD,"COLUMBIA, PA 17512-9691",Beef - Cow - 1400 lbs
643305,BRIDGE VALLEY FARM,PAG123753,268284,BRIDGE VALLEY FARM LLC,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,134.70,1466.70,866 BRIDGE VALLEY RD,"COLUMBIA, PA 17512-9691",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
560163,MTN VIEW NO 1 & 2 CAFO,PAG123754,295980,MOUNTAIN VIEW SWINE FARMS,Bethel Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1,2125.41,160 FRYSTOWN RD,"MYERSTOWN, PA 17067-1947",Swine - Grow finish - 155 lbs (45-265)
684505,ESBENSHADE MAYTOWN FARM CAFO,PAG123755,121210,ESBENSHADE FARMS,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,318.10,2835,2569 MAYTOWN RD,"MARIETTA, PA 17547",Poultry - Chickens - Layer (18-65 wks) - 3.10 lbs (2.75-3.45)
663810,ESPENSHADE MOUNT JOY FARM CAFO,PAG123756,121210,ESBENSHADE FARMS,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,318.10,2852.60,220 EBY CHIQUES RD,"MOUNT JOY, PA 17552-8800",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
684491,ESBENSHADE FARMS NORTH FARM CAFO,PAG123757,121210,ESBENSHADE FARMS,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,318.10,3780,2036 MOUNT PLEASANT RD,"MOUNT JOY, PA 17552-8520",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/28/2019,401.80,2140.07,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/28/2019,401.80,2140.07,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/28/2019,401.80,2140.07,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Dairy - Ayrshire/Guernsey - Calf (0-1 yr) - 338 (100-575)
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/28/2019,401.80,2140.07,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Swine - Wean to finish - 140 lbs (15-265)
703286,BAILEY FARMS CAFO,PAG123761,155184,HILLANDALE GETTYSBURG LP,Codorus Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/16/2013,1,4325.85,2820 DARON RD,"SPRING GROVE, PA 17362-7900",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
683892,HILLANDALE SITE 3 FARM,PAG123762,155184,HILLANDALE GETTYSBURG LP,Tyrone Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,987.50,4192.70,1202 TAPEWORM RD,"GETTYSBURG, PA 17325",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
688919,HILLANDALE SITE 2/SITE 5 FARM,PAG123763,155184,HILLANDALE GETTYSBURG LP,Tyrone Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/26/2018,987.50,9833.40,3710 OXFORD RD,"GETTYSBURG, PA 17325-7613",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
688919,HILLANDALE SITE 2/SITE 5 FARM,PAG123763,155184,HILLANDALE GETTYSBURG LP,Tyrone Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/26/2018,987.50,9833.40,3710 OXFORD RD,"GETTYSBURG, PA 17325-7613",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
688918,HILLANDALE SITE 1 FARM,PAG123764,155184,HILLANDALE GETTYSBURG LP,Tyrone Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,987.50,2568.10,370 SPICER RD,"GETTYSBURG, PA 17325-7613",Poultry - Chickens - Layer (18-105 wks) - 3.15 lbs (weighted avg)
755214,MARTIN FARMS,PAG123765,281385,JOSHUA MARTIN,Guilford Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1072.90,1387.14,167 OVERCASH RD,"CHAMBERSBURG, PA 17202-9209",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
755214,MARTIN FARMS,PAG123765,281385,JOSHUA MARTIN,Guilford Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1072.90,1387.14,167 OVERCASH RD,"CHAMBERSBURG, PA 17202-9209",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
755214,MARTIN FARMS,PAG123765,281385,JOSHUA MARTIN,Guilford Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/01/2018,1072.90,1387.14,167 OVERCASH RD,"CHAMBERSBURG, PA 17202-9209",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
568875,SCATTERED ACRES FARM,PAG123766,165924,SCATTERED ACRES INC,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2015,83,1481.50,915 GALEN HALL RD,"REINHOLDS, PA 17569-9422",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
568875,SCATTERED ACRES FARM,PAG123766,165924,SCATTERED ACRES INC,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2015,83,1481.50,915 GALEN HALL RD,"REINHOLDS, PA 17569-9422",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
568875,SCATTERED ACRES FARM,PAG123766,165924,SCATTERED ACRES INC,West Cocalico Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/19/2015,83,1481.50,915 GALEN HALL RD,"REINHOLDS, PA 17569-9422",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
557454,BRUBAKER FARMS PARTNERSHIP CAFO,PAG123767,143681,BRUBAKER FARMS LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/19/2013,1885.60,2006.60,493 MUSSER RD,"MOUNT JOY, PA 17552-9045",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
557454,BRUBAKER FARMS PARTNERSHIP CAFO,PAG123767,143681,BRUBAKER FARMS LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/19/2013,1885.60,2006.60,493 MUSSER RD,"MOUNT JOY, PA 17552-9045",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
557454,BRUBAKER FARMS PARTNERSHIP CAFO,PAG123767,143681,BRUBAKER FARMS LLC,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/19/2013,1885.60,2006.60,493 MUSSER RD,"MOUNT JOY, PA 17552-9045","Poultry - Chickens - Broiler, large (0-53 days) - 3.0 lbs (0.09-6.0)"
630180,PLEASANT VIEW FARMS CAFO,PAG123768,148068,PLEASANT VIEW FARMS INC,North Woodbury Twp,Blair,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/23/2014,3417,4395.05,261 PLEASANT VIEW FARMS LANE,"MARTINSBURG, PA 16662",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
630180,PLEASANT VIEW FARMS CAFO,PAG123768,148068,PLEASANT VIEW FARMS INC,North Woodbury Twp,Blair,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/23/2014,3417,4395.05,261 PLEASANT VIEW FARMS LANE,"MARTINSBURG, PA 16662",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
630180,PLEASANT VIEW FARMS CAFO,PAG123768,148068,PLEASANT VIEW FARMS INC,North Woodbury Twp,Blair,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/23/2014,3417,4395.05,261 PLEASANT VIEW FARMS LANE,"MARTINSBURG, PA 16662",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/15/2018,1905.90,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Dairy - Holstein/Brown Swiss - Cow - 1300 lbs
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/15/2018,1905.90,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 900 lbs (650-1150)
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/15/2018,1905.90,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 375 lbs (100-650)
654145,HETRICKDALE FARMS,PAG123769,205531,HETRICKDALE FARMS,Jefferson Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/15/2018,1905.90,2968.61,69 HETRICK RD,"BERNVILLE, PA 19506-8909",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
769292,JACOB LIGHT CAFO,PAG123770,307515,JACOB LIGHT,Bethel Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/15/2013,3,268.44,568 SHIRKSVILLE RD,"JONESTOWN, PA 17038-8939",Poultry - Chickens - Pullet (0-18 wks) - 1.42 lbs (0.08-2.75)
